session_id,src_ip,session_start,session_end,duration,cmd_count,unique_cmds,cmd_failed_count,unique_failed_cmds,cmds_per_min,cmd_failed_per_min,cmd_failed_ratio,login_success,login_fail,fails_per_min,unique_users,unique_pass,pw_entropy_per_char,pw_entropy_total,pw_normalized_entropy,pw_length_mean,pw_unique_chars_mean,pw_total_strength,has_successful_login,has_any_commands,has_failed_commands,is_local_src,contains_recon_cmds,contains_install_cmds,contains_nav_cmds,contains_exit_cmd,attack_cluster,pca1,pca2
01a3ff1f,0,2019-05-13 10:44:42.271606+00:00,2019-05-13 10:44:43.209844+00:00,0.938238,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1130446265176874,-0.48175640120533375
01abc44a,0,2019-05-13 08:12:32.205554+00:00,2019-05-13 08:12:33.189640+00:00,0.984086,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.115852368527141,-0.4802951399128391
01abe65f,0,2019-05-13 12:05:47.177965+00:00,2019-05-13 12:05:48.633400+00:00,1.455435,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.141450415110633,-0.46697289217427046
01b3d944,0,2019-05-13 09:31:23.197153+00:00,2019-05-13 09:31:23.364348+00:00,0.167195,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.254532069629763,0.12326529463183615
01b6407c,0,2019-05-13 02:23:26.521795+00:00,2019-05-13 02:23:26.662296+00:00,0.140501,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.25731059853544,0.1218192370074984
01b80147,0,2019-05-13 08:13:28.407225+00:00,2019-05-13 08:13:29.497983+00:00,1.090758,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.122141623129526,-0.4770219601555236
01bd6a89,0,2019-05-13 09:03:43.331158+00:00,2019-05-13 09:03:44.267492+00:00,0.936334,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1129265934397248,-0.48181783034215614
01be350c,0,2019-05-13 13:53:59.832541+00:00,2019-05-13 13:53:59.942676+00:00,0.110135,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.260551524949336,0.12013252921721577
01ca24de,0,2019-05-13 09:18:32.375224+00:00,2019-05-13 09:18:32.445378+00:00,0.070154,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.264956553869263,0.11783997590165678
01d27d1d,0,2019-05-13 15:28:19.566572+00:00,2019-05-13 15:31:24.756527+00:00,185.189955,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.6612839002187454,-0.19643074557625478
01d3ba3f,0,2019-05-13 14:12:38.321429+00:00,2019-05-13 14:12:39.206855+00:00,0.885426,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1097268968194816,-0.4834830804980266
01d66d4c,0,2019-05-13 13:11:05.532914+00:00,2019-05-13 13:11:09.142310+00:00,3.609396,0,0,0,0,0.0,0.0,0.0,0,1,16.623279629778285,1,1,2.75,22.0,0.979569764547061,8.0,7.0,33.0,0,0,0,0,0,0,0,0,3,1.9490299022884012,5.007117352673542
01e8c667,0,2019-05-13 02:59:09.449196+00:00,2019-05-13 02:59:11.067859+00:00,1.618663,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1491798220493794,-0.4629501995139405
01e8f35e,0,2019-05-13 17:02:13.361261+00:00,2019-05-13 17:02:19.424691+00:00,6.06343,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.2683476413701102,-0.40093049788250396
01f1bcb6,0,2019-05-13 17:33:14.587605+00:00,2019-05-13 17:33:15.833521+00:00,1.245916,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.130738947213183,-0.47254756868359343
01f9acf5,0,2019-05-13 11:22:41.335136+00:00,2019-05-13 11:22:41.592573+00:00,0.257437,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.245588229592501,0.1279200268717316
01f9dcee,0,2019-05-13 00:01:29.523072+00:00,2019-05-13 00:01:29.683969+00:00,0.160897,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.255181846228283,0.12292712488939171
0203ae89,0,2019-05-13 16:27:57.390553+00:00,2019-05-13 16:28:01.574377+00:00,4.183824,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.2311912418895954,-0.4202681749719688
0219ec07,0,2019-05-13 18:11:48.299364+00:00,2019-05-13 18:11:48.395523+00:00,0.096159,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.262073073470365,0.11934065448266228
021b2c65,0,2019-05-13 19:43:01.303527+00:00,2019-05-13 19:43:01.381303+00:00,0.077776,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.264104217279431,0.11828356596894395
0224240d,0,2019-05-13 15:13:03.963816+00:00,2019-05-13 15:13:04.225901+00:00,0.262085,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.2451451222503165,0.12815063766338392
0229550c,0,2019-05-13 15:13:04.025155+00:00,2019-05-13 15:13:04.258676+00:00,0.233521,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.2478944243154615,0.1267197908563607
02299db1,0,2019-05-13 06:19:46.718982+00:00,2019-05-13 06:19:50.380896+00:00,3.661914,0,0,0,0,0.0,0.0,0.0,0,1,16.3848738711252,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,0,0,0,0,0,0,0,0,3,1.3574526552037278,5.045884226662913
022b2539,0,2019-05-13 09:07:37.907094+00:00,2019-05-13 09:07:41.421914+00:00,3.51482,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.2145965796277807,-0.42890470124238933
022c1d0b,0,2019-05-13 07:30:54.815546+00:00,2019-05-13 07:30:55.916466+00:00,1.10092,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1227239309425836,-0.47671890386877325
022daacc,0,2019-05-13 07:34:38.557043+00:00,2019-05-13 07:34:38.667518+00:00,0.110475,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.260514748726835,0.12015166903499251
023202b6,0,2019-05-13 12:49:41.432907+00:00,2019-05-13 12:49:42.764948+00:00,1.332041,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1352582273114944,-0.47019555448308353
